zi	stroke_count	stroke_count_decomposed	mandarin_pinyin	cantonese_pinyin	english	radical	radical_stroke_count	radical_pinyin	radical_english	variant	fc_code	cj_code	leaf_component	zis_with_this_component
薄	16画	艸艹 + 13	bó, báo, bò, bù	bok6	thin, slight, weak; poor, stingy 	艸/艹	3	cǎo	grass		4414.6	TEII	艹/氵/甫/寸	礴,鑮,欂
薅	16画	艸艹 + 13	hāo	hou1	to weed; to eradicate 	艸/艹	3	cǎo	grass		4444.3	TVMI	艹/女/辰/寸	
薆	16画	艸艹 + 13	ài	oi3	to cover; to hide; to conceal 	艸/艹	3	cǎo	grass	𫉁	4424.7	TBBE	艹/爫/心/夊	
薇	16画	艸艹 + 13	wéi, wēi	mei4	Osmunda regalis, a species of fern 	艸/艹	3	cǎo	grass		4424.8	THOK	艹/彳/山/几/攵	
薈	16画	艸艹 + 13	huì	kui2, wai3, wui3, wui6	luxuriant, flourishing, abundant 	艸/艹	3	cǎo	grass	荟	4460.6	TOMA	艹/八田/曰/曰	
薉	16画	艸艹 + 13	wèi, huì	wai3	dirty, unclean; immoral, obscene 	艸/艹	3	cǎo	grass	𬜨	4425.3	TYMH	艹/止/戊少	
薊	16画	艸艹 + 13	jì	gai3	circium, thistles; surname 	艸/艹	3	cǎo	grass	蓟	4432.0	TNFN	艹/魚/刂	
薋	16画	艸艹 + 13	cī, cí	ci4		艸/艹	3	cǎo	grass	𰱱	4480.6	TIOC	艹/冫/欠/目/八	
薌	14画	艸艹 + 13	xiāng, xiǎng	hoeng1	fragrant smell of grain; aromatic 	艸/艹	3	cǎo	grass	芗	4422.7	TVHL	艹/乡/丶/艮/阝	
薍	16画	艸艹 + 13	luàn, wàn	lyun6, waan6		艸/艹	3	cǎo	grass		4421.2	TBBU	艹/𤔔/乚	
薎	16画	艸艹 + 13	miè			艸/艹	3	cǎo	grass		4425.3	TWLI		
薏	16画	艸艹 + 13	yì	ji3	seed of job's tears; lotus seed 	艸/艹	3	cǎo	grass		4433.6	TYTP	艹/立/日/心	
薐	16画	艸艹 + 13	léng	ling4	spinach 	艸/艹	3	cǎo	grass		4494.7	THDE	艹/丿/木/土/儿/夂	
薑	16画	艸艹 + 13	jiāng	goeng1	ginger 	艸/艹	3	cǎo	grass		4410.6	TMWM	艹/二/一/田/田	
薒	16画	艸艹 + 13	càn			艸/艹	3	cǎo	grass			TYED	艹/𣦼/木/丷	
薓	16画	艸艹 + 13	shēn	sam1	ginseng 	艸/艹	3	cǎo	grass			XTESE	艹/𣹰	
薔	16画	艸艹 + 13	qiáng, sè	coeng4	rose 	艸/艹	3	cǎo	grass	蔷	4460.1	TGOW	艹/大/人/人/囗/口	
薕	16画	艸艹 + 13	lián			艸/艹	3	cǎo	grass		4423.7	TITC	艹/广/兼	
薖	14画	艸艹 + 13	kē	gwo1	empty, hungry-looking 	艸/艹	3	cǎo	grass	𰰾	4430.2	TYBB	艹/辶/冎/口	
薗	16画	艸艹 + 13	yuán	jyun4	garden; park, orchard 	艸/艹	3	cǎo	grass		4460.0	TWGV	艹/囗/土/口/氏	
薘	15画	艸艹 + 13	dá	daat6	plantago major 	艸/艹	3	cǎo	grass	荙	4430.4	TYGQ	艹/辶/土/羊	
薙	16画	艸艹 + 13	tì	tai3	weed; shave 	艸/艹	3	cǎo	grass		4441.4	TOKG	艹/丿/一/大/隹	
薚	16画	艸艹 + 13	táng			艸/艹	3	cǎo	grass		4422.7	TMNH	艹/夕/一/日/勿	
薛	16画	艸艹 + 13	xuē, xiē	sit3	kind of marsh grass; feudal state 	艸/艹	3	cǎo	grass		4474.1	THRJ		孽,蘖,糵,躠
薜	16画	艸艹 + 13	bì, bò, bó, bài, pì	bai6	evergreen shrubs, ligusticum 	艸/艹	3	cǎo	grass		4464.1	TSRJ	艹/𡰪/立/十	
薝	16画	艸艹 + 13	zhán	zim1		艸/艹	3	cǎo	grass		4426.1	TNCR	艹/厃儿/言	
薞	16画	艸艹 + 13	sūn			艸/艹	3	cǎo	grass		4423.2	TMNV	艹/夕/一/人/丶/艮	
薟	16画	艸艹 + 13	liǎn, lián, xiān, yán, kàn	cim1, lim4, lim6	vine 	艸/艹	3	cǎo	grass	莶	4488.6	TOMO	艹/人/一/兄兄	
薠	16画	艸艹 + 13	fán	faan4		艸/艹	3	cǎo	grass	𮐚	4488.6	TFMC	艹/火/一/丿/目/八	
薡	15画	艸艹 + 13	dǐng	ding2		艸/艹	3	cǎo	grass		4422.7	TBUL	艹/鼎	
薢	16画	艸艹 + 13	jiē, xiè	gaai1, gaai3	woody climbing plant 	艸/艹	3	cǎo	grass		4425.2	TNBQ	艹/⺈/月/丨/刀牛	
薣	16画	艸艹 + 13	gǔ			艸/艹	3	cǎo	grass		4414.7	TGTE	艹/十/豆/十/又	
薤	16画	艸艹 + 13	xiè	haai6	allium bakeri; shallots, scallion 	艸/艹	3	cǎo	grass		4421.1	TMNM		
薥	16画	艸艹 + 13	shǔ			艸/艹	3	cǎo	grass			XXTWL	艹/罒/勹/虫	
薦	16画	艸艹 + 13	jiàn	zin3	offer, present; recommend 	艸/艹	3	cǎo	grass	荐	4422.7	TIXF	艹/廌	韉,瀳
薧	16画	艸艹 + 13	kǎo, hāo	haau2, hou1	dried food 	艸/艹	3	cǎo	grass		4421.1	TYRP		
薨	16画	艸艹 + 13	hōng	gwang1	death of prince; swarming 	艸/艹	3	cǎo	grass		4421.1	TWLP		
薪	16画	艸艹 + 13	xīn	san1	fuel, firewood; salary 	艸/艹	3	cǎo	grass		4492.1	TYDL	艹/立/朩/斤	
薫	16画	艸艹 + 13	xūn		a medicinal herb; to cauterize 	艸/艹	3	cǎo	grass		4433.1	XTHGF	艹/𤋱	
薬	16画	艸艹 + 13	yào	joek3	drugs, pharmaceuticals, medicine 	艸/艹	3	cǎo	grass		4490.4	TIOD	艹/冫白冫/木	
薮	16画	艸艹 + 13	sǒu	sau2	marsh, swamp; wild country 	艸/艹	3	cǎo	grass	藪	4444.8	TFVK	艹/木/丷/女/攵	
龩	17画	艸艹 + 13	gan3			艸/艹	3	cǎo	grass			TTJL		
薩	16画	艸艹 + 14	sà	saat3	transliteration of 'sat' in 'bodhisattva,' etc. 	艸/艹	3	cǎo	grass	萨	4421.4	TNLM	艹/阝/亠/八/厂/牛/一	
薭	16画	艸艹 + 14				艸/艹	3	cǎo	grass			XTHDJ	艹/丿/木/卑	
薯	16画	艸艹 + 14	shǔ	syu4, syu5	yam, tuber, potato 	艸/艹	3	cǎo	grass		4460.4	TWLA	艹/罒/土/丿/日	蠴
薰	17画	艸艹 + 14	xūn	fan1	a medicinal herb; to cauterize 	艸/艹	3	cǎo	grass		4433.1	THGF	艹/灬	
薱	17画	艸艹 + 14	duì	deoi6		艸/艹	3	cǎo	grass	𰰱	4414.0	TTGI	艹/业/𢆉/寸	
薲	17画	艸艹 + 14	pín			艸/艹	3	cǎo	grass	𬝯		XTJMC	艹/宀?少/目/八	
薳	16画	艸艹 + 14	wěi	jyun5, wai2	name of a herb; surname; (Cant.) a plant stem 	艸/艹	3	cǎo	grass	䓕	4430.3	TYGV	艹/辶/土/口/氏	
薴	17画	艸艹 + 14	néng, nìng	ning4	China grass, ramie (Boehmeria nivea) 	艸/艹	3	cǎo	grass	苧	4420.1	TJPN	艹/宀心/皿/一/亅	
薵	17画	艸艹 + 14	chóu, zhòu			艸/艹	3	cǎo	grass	䓓	4464.1	TGNI	艹/士乙工/口/寸	
薶	17画	艸艹 + 14	mái, lí, wēi, wō	maai4	to bury, to stop up; dirty, filthy 	艸/艹	3	cǎo	grass		4421.4	TBHG	艹/豸/田/土	
薷	17画	艸艹 + 14	rú	jyu4		艸/艹	3	cǎo	grass		4422.7	TMBB	艹/雨/而	
薸	17画	艸艹 + 14	piāo	piu1, piu4	duckweed 	艸/艹	3	cǎo	grass		4419.1	TEMF	艹/氵/覀/二/小	
薹	17画	艸艹 + 14	tái	toi4	cyperus rotundus, type of sedge 	艸/艹	3	cǎo	grass		4410.4	TGRG	艹/士/口/一/厶/土	
薺	17画	艸艹 + 14	cí, jì, qì, qí, qi	cai4, cai5, ci4	water-chestnuts; caltrop 	艸/艹	3	cǎo	grass	荠	4422.3	TYX	艹/齊	
薻	17画	艸艹 + 14	zǎo			艸/艹	3	cǎo	grass			TEVD	艹/氵/巛/田/木	
薼	17画	艸艹 + 14	chén			艸/艹	3	cǎo	grass			TIPG	艹/鹿/土	
薽	16画	艸艹 + 14	zhēn	zan1	a bright blue orchid that grows in south China 	艸/艹	3	cǎo	grass		4411.7	TMGN	艹/覀/土/瓦	
薾	17画	艸艹 + 14	ěr	ji5	luxuriant growth of flower 	艸/艹	3	cǎo	grass		4422.7	TMFB	艹/爾	
薿	17画	艸艹 + 14	nǐ	ji5	flower 	艸/艹	3	cǎo	grass		4448.1	TPKO	艹/匕/丿/一/大/又*疋	
藀	17画	艸艹 + 14	yíng			艸/艹	3	cǎo	grass		4480.9	TFFF	艹/火/火/火	
藁	17画	艸艹 + 14	gǎo	gou2	straw, hay; dry, withered 	艸/艹	3	cǎo	grass		4490.4	TYRD	艹/亠口/冂/囗/木	
藂	17画	艸艹 + 14	còng, cóng	cung4		艸/艹	3	cǎo	grass		4433.4	TSEO	艹/耳/又/乑	
藃	17画	艸艹 + 14	xiāo, hào	hiu1, hou3		艸/艹	3	cǎo	grass		4428.2	TYBO	艹/亠口/冂/囗/欠	
藄	17画	艸艹 + 14	qí		edible fern 	艸/艹	3	cǎo	grass		4490.0	TTCF	艹/其/幺/小	
藅	17画	艸艹 + 14	fá			艸/艹	3	cǎo	grass		4462.6	TWLN	艹/罒/言/刂	
藆	17画	艸艹 + 14	jiǎn			艸/艹	3	cǎo	grass		4450.2	TJTQ	艹/宀/廿/廾/手	
藇	16画	艸艹 + 14	xù, yù	jyu6, zeoi6	fine 	艸/艹	3	cǎo	grass	𰰠	4480.1	THXC	艹/與	
藈	17画	艸艹 + 14	kuī			艸/艹	3	cǎo	grass		4463.4	TBUK	艹/目/癶/一/大	
藉	17画	艸艹 + 14	jiè, jí	ze3, ze6, zik6	mat, pad; rely on; pretext 	艸/艹	3	cǎo	grass		4496.1	TQDA	艹/木/一/丿/龷/日	躤
藊	17画	艸艹 + 14	biǎn		a kind of bean with flat pods 	艸/艹	3	cǎo	grass			THDB	艹/丿/木/一/尸/𠕁	
藋	17画	艸艹 + 14	diào, dí	diu3, diu6		艸/艹	3	cǎo	grass		4421.4	TSMG	艹/习/习/隹	
藌	17画	艸艹 + 14	mì			艸/艹	3	cǎo	grass			XTJPI	艹/宀/心/丿/虫	
藍	17画	艸艹 + 14	lán, la	laam4	blue; indigo plant; surname 	艸/艹	3	cǎo	grass	蓝	4410.7	TSIT	艹/監	灆,礷
藎	17画	艸艹 + 14	jìn	zeon2	a kind of weed; faithfulness 	艸/艹	3	cǎo	grass	荩	4410.7	TLMT	艹/盡	
藏	17画	艸艹 + 14	cáng, zàng, zāng	cong4, zong6	hide, conceal; hoard, store up 	艸/艹	3	cǎo	grass		4425.3	TIMS	艹/爿/弋/丿/臣	臟,欌,贜,鑶
藐	17画	艸艹 + 14	miǎo, mò	miu5	disregard, slight, disdain 	艸/艹	3	cǎo	grass		4421.6	TBHU	艹/豸/日/丶/儿	
藑	17画	艸艹 + 14	qióng	king4		艸/艹	3	cǎo	grass		4440.7	TNBE	艹/⺈内/目/夊	
藒	17画	艸艹 + 14	qiè			艸/艹	3	cǎo	grass		4492.7	THDV	艹/丿/木/曰/勹/𠃊/人	
藓	17画	艸艹 + 14	xiǎn	sin2	moss, lichen 	艸/艹	3	cǎo	grass	蘚	4415	TNMQ	艹/鱼/羊	
蘤	20画	艸艹 + 14	wěi, huā	faa1	flower, blossoms 	艸/艹	3	cǎo	grass		4462.7	THAF	艹/𤾡	
藔	21画	艸艹 + 15				艸/艹	3	cǎo	grass			TJKF	艹/宀/大/丷/日/小	
藕	18画	艸艹 + 15	ǒu	ngau5	lotus root 	艸/艹	3	cǎo	grass		4492.7	TQDB	艹/木/一/丿/田/禸	
藖	18画	艸艹 + 15	xián	haan4		艸/艹	3	cǎo	grass	𬜾		TSEC	艹/臣/又/目/八	
藗	17画	艸艹 + 15	sù			艸/艹	3	cǎo	grass		4430.8	TYDO	艹/辶/木/口/欠	
藘	18画	艸艹 + 15	lǘ	leoi4	madder 	艸/艹	3	cǎo	grass	𰱮	4423.6	TYPP	艹/虍/田/心	
藙	18画	艸艹 + 15	yì	ngai6	dogwood 	艸/艹	3	cǎo	grass		4424.7	TYOE	艹/立/𧰨/几/又	
藚	18画	艸艹 + 15	xù	zuk6	water plant 	艸/艹	3	cǎo	grass	𰱐	4480.6	TGWC	艹/士/罒/目/八	
藛	18画	艸艹 + 15	xiě			艸/艹	3	cǎo	grass			TJHF	艹/宀/臼/勹/火	
藜	18画	艸艹 + 15	lí	lai4	Chenopodium album, pigweed 	艸/艹	3	cǎo	grass		4413.2	THHE	艹/𥝢/入/水	
藝	18画	艸艹 + 15	yì	ngai6	art; talent, ability; craft 	艸/艹	3	cǎo	grass	艺	4473.1	TGII	艹/土/儿/土/九/丶/二/厶	囈,讛,襼
藞	18画	艸艹 + 15	lǎ			艸/艹	3	cǎo	grass		4466.1	TMRR	艹/石磊→/石/磊→	
藟	18画	艸艹 + 15	lěi	leoi5	vine, creeper; to wind 	艸/艹	3	cǎo	grass		4466.6	TWWW	艹/田畾→/田/畾→	
藠	18画	艸艹 + 15	xiào, jiào	kiu2, kiu5		艸/艹	3	cǎo	grass			THAA	艹/日/丶/皛→	
藡	17画	艸艹 + 15	dí	dik6		艸/艹	3	cǎo	grass		4430.2	TYYB	艹/辶/亠/八/冂古	
藢	18画	艸艹 + 15	zhǐ			艸/艹	3	cǎo	grass		4424.8	THOK	艹/彳/山/几/攵/王	
藣	18画	艸艹 + 15	bēi	bei1		艸/艹	3	cǎo	grass	𰱯	4421.1	TWLP	艹/罒/厶/月/匕/匕	
藤	18画	艸艹 + 15	téng	tang4	rattan, cane; creeper plant 	艸/艹	3	cǎo	grass		4423.2	TBFE	艹/月/𣳾	
藥	18画	艸艹 + 15	yào, yuè, shuò, lüè	joek6	drugs, pharmaceuticals, medicine 	艸/艹	3	cǎo	grass	药	4490.4	TVID	艹/幺白幺/木	
藦	18画	艸艹 + 15	mò, mó	mo4	edible mushrooms 	艸/艹	3	cǎo	grass		4425.2	TIDQ	艹/广/木/木/手	
藧	18画	艸艹 + 15	huǎn			艸/艹	3	cǎo	grass			TVFE	艹/幺/小/爫/丿/丿/一/又	
藨	18画	艸艹 + 15	biāo, pāo, piǎo	biu1		艸/艹	3	cǎo	grass		4423.1	TIPF	艹/鹿/灬	
藩	18画	艸艹 + 15	fán, fān	faan4	fence; boundary; outlying border 	艸/艹	3	cǎo	grass		4416.9	TEHW	艹/氵/丿/木/丷/田	
藪	18画	艸艹 + 15	sǒu, shú, còu	sau2	marsh, swamp; wild country; clump of trees or bushes 	艸/艹	3	cǎo	grass	薮	4444.8	TLVK	艹/女/攵	
藫	18画	艸艹 + 15	tán	taam4		艸/艹	3	cǎo	grass		4414.6	TEMJ	艹/氵/襾/日/十	
藬	17画	艸艹 + 15	tuī	teoi1		艸/艹	3	cǎo	grass	𬞘	4428.6	TNLC	艹/阝/口/丨/一/目/八	
藭	18画	艸艹 + 15	qióng	kung4		艸/艹	3	cǎo	grass		4442.7	TJCN	艹/宀/八/身/弓	
藯	18画	艸艹 + 15	wèi			艸/艹	3	cǎo	grass		4433.4	TSIP	艹/尸示/寸/心	
藰	18画	艸艹 + 15	liú			艸/艹	3	cǎo	grass	𰰹	4412.0	THCN	艹/𨥫/刂	
藱	17画	艸艹 + 15	huì, huí			艸/艹	3	cǎo	grass		4411.3	TKHI	艹/冫/广/鬼	
藲	18画	艸艹 + 15				艸/艹	3	cǎo	grass		4491.6	TDSR	艹/木/匚/口品→/口/品→	
藳	18画	艸艹 + 15	gǎo, kào, gào			艸/艹	3	cǎo	grass			TYRD	艹/亠口/冂/囗/丿/木	
藴	18画	艸艹 + 15	yùn		collect 	艸/艹	3	cǎo	grass			XTVFT	艹/幺/小/日/皿	
藵	18画	艸艹 + 15				艸/艹	3	cǎo	grass			TODV	艹/𧛱	
藮	19画	艸艹 + 16	qiáo	ciu4		艸/艹	3	cǎo	grass			TDOF	艹/木/隹/灬	
藶	19画	艸艹 + 16	lì	lik6	a kind of plant 	艸/艹	3	cǎo	grass	苈	4421.1	TMDM	艹/厂/丿/木/禾/止	
藷	18画	艸艹 + 16	shǔ	syu4, syu5	yam, tuber, potato 	艸/艹	3	cǎo	grass	𫉄	4466.4	TYRA	艹/言/土/丿/日	
藸	18画	艸艹 + 16	chú	zyu1		艸/艹	3	cǎo	grass		4426.4	TMOA	艹/豕/土/丿/日	
藹	19画	艸艹 + 16	ǎi	oi2	lush; affable, friendly 	艸/艹	3	cǎo	grass	蔼	4462.7	TYRV	艹/言/曰/勹/𠃊/人	
藺	19画	艸艹 + 16	lìn	leon6	rush used in making mats; surname 	艸/艹	3	cǎo	grass	蔺	4422.7	TANG	艹/門/隹	躪,轥
藻	19画	艸艹 + 16	zǎo	zou2	splendid, magnificent; algae 	艸/艹	3	cǎo	grass		4419.4	TERD	艹/氵/口品→/口/品→/木	
藼	19画	艸艹 + 16	xuān	hyun1		艸/艹	3	cǎo	grass			TJQP	艹/𡩜/心	
藽	19画	艸艹 + 16	chèn			艸/艹	3	cǎo	grass		4491.6	TYDU	艹/立/朩/目/儿	
藾	19画	艸艹 + 16	lài	laai6	shade 	艸/艹	3	cǎo	grass	𰱾	4498.6	TDLC	艹/木/口/⺈/目/八	
藿	19画	艸艹 + 16	huò, hé	fok3	lophanthus rugosus, betony 	艸/艹	3	cǎo	grass		4421.4	TMBG	艹/雨/隹	
蘀	19画	艸艹 + 16	tuò	tok3	falling leaves and barks 	艸/艹	3	cǎo	grass	萚	4454.1	TQWJ	艹/扌/罒/土/𢆉	
蘁	19画	艸艹 + 16	wù, è	ng6, ngok6		艸/艹	3	cǎo	grass		4410.6	TMGR	艹/王/口/口/吕	
蘂	19画	艸艹 + 16	ruǐ	jeoi5, jeoi6	stamen or pistil 	艸/艹	3	cǎo	grass		4433.3	TPPD	艹/心惢→/心/惢→/木	
蘃	19画	艸艹 + 16	ruǐ			艸/艹	3	cǎo	grass			TYMD	艹/止歮→/止/歮→/木	
蘄	19画	艸艹 + 16	qí, jī, qín	kei4	variety of artemisia seek 	艸/艹	3	cǎo	grass	蕲	4452.1	TRJL		玂
蘅	19画	艸艹 + 16	héng	hang4	a fragrant plant with a medicinal root, a type of wild ginger 	艸/艹	3	cǎo	grass		4422.1	THON	艹/彳	
蘆	19画	艸艹 + 16	lú	lou4	rushes, reeds 	艸/艹	3	cǎo	grass	芦	4421.7	TYPT	艹/𧆨/皿	
蘇	19画	艸艹 + 16	sū, sù	sou1	revive, resurrect; a species of thyme; transliteration of 'Soviet' 	艸/艹	3	cǎo	grass	苏	4439.4	TNFD	艹/魚/丿/木	囌
蘈	19画	艸艹 + 16	tuí			艸/艹	3	cǎo	grass	𰲁		THUC	艹/丿/木/几/一/丿/目/八	
蘉	19画	艸艹 + 16	máng	mong4		艸/艹	3	cǎo	grass		4424.2	TWLE		
蘊	19画	艸艹 + 16	yùn, wēn	wan3, wan5	collect, gather, store; profound; (Budd.) skandha 	艸/艹	3	cǎo	grass	蕴	4491.7	TVFT	艹/幺/小/囗/人/皿	
蘋	19画	艸艹 + 16	pín, píng	pan4, ping4	apple 	艸/艹	3	cǎo	grass	苹	4428.6	TYHC	艹/止/𣥂/一/丿/目/八	
蘌	20画	艸艹 + 16	yǔ	jyu5		艸/艹	3	cǎo	grass		4490.1	THLF	艹/彳/𦈢/卩/二/小	
蘍	19画	艸艹 + 16	xūn	fan1		艸/艹	3	cǎo	grass			THFS	艹/灬/力	
蘎	19画	艸艹 + 16	jì			艸/艹	3	cǎo	grass			TMBU	艹/雨/月/巴	
蘏	19画	艸艹 + 16	jiōng, jiǒng	gwing2, wing6		艸/艹	3	cǎo	grass			TPFC	艹/𥘈/一/丿/目/八	
蘐	19画	艸艹 + 16	xiān, xuān	hyun1		艸/艹	3	cǎo	grass			TYRE	艹/言/爫/丿/丿/一/又	
蘑	19画	艸艹 + 16	mó	mo4	type of edible mushroom 	艸/艹	3	cǎo	grass		4426.1	TIDR	艹/广/木/木/石	
蘓	19画	艸艹 + 16	sū	sou1	thyme; revive, resurrect; soviet 	艸/艹	3	cǎo	grass		4493.6	XTHDF		
蘔	19画	艸艹 + 16	jiōng, jiǒng	gwing2, wing6		艸/艹	3	cǎo	grass			TPDC	艹/丿/木/匕/一/丿/目/八	
蘢	19画	艸艹 + 16	lóng, lǒng, lòng	lung4	tall grass; water-weeds 	艸/艹	3	cǎo	grass	茏	4421.1	TYBP	艹/龍	
蘒	19画	艸艹 + 17			265:143 	艸/艹	3	cǎo	grass			THDU	艹/丿/木/亀	
蘕	19画	艸艹 + 17				艸/艹	3	cǎo	grass			TVFJ	艹/幺/小/辶/夂/丰	
蘖	20画	艸艹 + 17	niè, bì, bò	jit6	stump, sprout 	艸/艹	3	cǎo	grass	櫱	4490.4	THJD	艹/木	
蘗	20画	艸艹 + 17	bò	jit6, paak3	stump, sprout 	艸/艹	3	cǎo	grass		4490.4	TSJD	艹/𡰪/立/十/木	
蘘	20画	艸艹 + 17	ráng	joeng4	a kind of wild ginger 	艸/艹	3	cǎo	grass		4473.2	TYRV	艹/衣	
蘙	20画	艸艹 + 17	yì			艸/艹	3	cǎo	grass		4412.7	TSEM	艹/匚/丿/一/大/几/又/习/习	
蘚	20画	艸艹 + 17	xiǎn	sin2	moss, lichen 	艸/艹	3	cǎo	grass	藓	4435.1	TNFQ	艹/魚/羊	
蘛	20画	艸艹 + 17	yú			艸/艹	3	cǎo	grass		4472.7	TTVB		
蘜	20画	艸艹 + 17	jú	guk1		艸/艹	3	cǎo	grass		4452.7	TTJD	艹/革/勹/木/丷	
蘝	20画	艸艹 + 17	liàn, liǎn, lián			艸/艹	3	cǎo	grass			TOOO	艹/人/一/兄兄/欠	
蘞	20画	艸艹 + 17	liàn, liǎn, lián, xiān	lim4, lim6	wild vine, vitis pentaphylla 	艸/艹	3	cǎo	grass	蔹	4484.8	TOOK	艹/人/一/兄兄/攵	
蘟	19画	艸艹 + 17	yǐn			艸/艹	3	cǎo	grass	𦻕	4423.7	TNLP	艹/阝	
蘠	20画	艸艹 + 17	qiáng	coeng4		艸/艹	3	cǎo	grass		4426.1	TVMW	艹/爿/大/人/人/囗/口	
蘡	20画	艸艹 + 17	yīng	jing1		艸/艹	3	cǎo	grass	𮐨	4440.4	TBCV	艹/目/八/女	
蘣	19画	艸艹 + 17	tòng			艸/艹	3	cǎo	grass		4481.4	TTCG	艹/黄/丶/王	
蘥	20画	艸艹 + 17	yuè	joek6		艸/艹	3	cǎo	grass		4422.7	TOMB	艹/龠	
蘦	20画	艸艹 + 17	líng	ling4		艸/艹	3	cǎo	grass		4466.2	TMBR	艹/雨/𠱠	
蘧	19画	艸艹 + 17	qú, qù	keoi4	a plant which resembles wheat but has no edible grain 	艸/艹	3	cǎo	grass		4430.3	TYYO	艹/辶/虍/豕	
蘨	20画	艸艹 + 17	yáo	jau4	luxuriant vegetation 	艸/艹	3	cǎo	grass			TBUF	艹/爪/缶/丿/幺/小	
蘩	20画	艸艹 + 17	fán	faan4	Artemisia stellariana 	艸/艹	3	cǎo	grass		4490.3	TOKF	艹/丿/一/母/攵/幺/小	
蘪	20画	艸艹 + 17	mí			艸/艹	3	cǎo	grass		4490.4	TIPD	艹/鹿/木/丷	
蘫	20画	艸艹 + 17	lán			艸/艹	3	cǎo	grass	𬞫		TEST	艹/氵/監	
蘬	21画	艸艹 + 17	kuī	gwai1		艸/艹	3	cǎo	grass	𰰮	4412.7	THMB	艹/彐/冂/丨	
蘭	20画	艸艹 + 17	lán	laan4	orchid; elegant, graceful 	艸/艹	3	cǎo	grass	兰	4422.7	TANW	艹/門/柬	欗,襽,糷,孏,韊,灡,囒,钄,爤
蘮	20画	艸艹 + 17	jì	gai1, gai3		艸/艹	3	cǎo	grass		4422.1	TWLN	艹/罒	
蘯	20画	艸艹 + 17	dàng	dong6	to toss about; to swing; to rock 	艸/艹	3	cǎo	grass		4410.7	TEHT	艹/氵/日/一/勿/皿	
蘰	20画	艸艹 + 17				艸/艹	3	cǎo	grass		4494.7	XTVFE	艹/幺/小/曰/罒又	
蘲	21画	艸艹 + 18	léi	leoi4		艸/艹	3	cǎo	grass		4410.4	TWWG	艹/田畾→/田/畾→/土	
蘳	20画	艸艹 + 18	huǎ			艸/艹	3	cǎo	grass		4481.4	TTCG	艹/黄/土/土	
蘴	21画	艸艹 + 18	fēng	fung1	young shoots of the rapeturnip 	艸/艹	3	cǎo	grass		4410.8	TUJT	艹/𠁳/豆	
蘵	21画	艸艹 + 18	zhí	zik1		艸/艹	3	cǎo	grass	𰱲	4415.3	TSJA	艹/耳/立/日/弋/丿	
蘶	20画	艸艹 + 18	wèi			艸/艹	3	cǎo	grass		4441.3	THVI	艹/丿/木/女/鬼	
蘷	21画	艸艹 + 18	kuí		one-legged monster; walrus 	艸/艹	3	cǎo	grass			TMCE	艹/夒	
鿀	21画	艸艹 + 18				艸/艹	3	cǎo	grass			TSEW		
鿦	画	艸艹 + 18				艸/艹	3	cǎo	grass					
蘱	22画	艸艹 + 19	lèi	leoi6		艸/艹	3	cǎo	grass	𰲒	4448.6	TFKC	艹/木/丷/大/一/丿/目/八	
蘸	22画	艸艹 + 19	zhàn	zaam3	dip (a brush); remarry 	艸/艹	3	cǎo	grass		4433.1 4463.1	TMGF	艹/一/儿/口/一/隹/灬	
蘹	22画	艸艹 + 19	huài, huái	waai4		艸/艹	3	cǎo	grass	𬜸	4493.2	TPYV	艹/忄/衣/罒/氺	
蘺	21画	艸艹 + 19	lí	lei4	gracilaria verrucosa 	艸/艹	3	cǎo	grass	蓠	4441.0	TYBG	艹/亠/凵/乂/禸/隹	
蘻	22画	艸艹 + 19	jì			艸/艹	3	cǎo	grass		4490.0	TJEF	艹/車/凵/几/又/幺/小	
蘼	22画	艸艹 + 19	mí	mei4		艸/艹	3	cǎo	grass		4421.1	TIDY	艹/广/木/木/非	
蘽	22画	艸艹 + 19	lěi	leoi5	a creeper 	艸/艹	3	cǎo	grass			TWWD	艹/田畾→/田/畾→/木	
蘾	22画	艸艹 + 19	huài	waai6		艸/艹	3	cǎo	grass		4413.2	TGYV	艹/土/衣/罒/氺	
蘿	22画	艸艹 + 19	luó	lo4	type of creeping plant; turnip 	艸/艹	3	cǎo	grass	萝	4491.4	TWLG	艹/罒/幺/小/隹	
虀	22画	艸艹 + 19	jī	zai1	minced pickles; leeks; mix; salt 	艸/艹	3	cǎo	grass		4410.1	TYSM	艹/韲	
虁	24画	艸艹 + 19	kuí			艸/艹	3	cǎo	grass			XTMCE	艹/丷/夒	
虂	24画	艸艹 + 20	lù	lou6		艸/艹	3	cǎo	grass			TMBR	艹/雨/口/龰/夂/口	
虃	23画	艸艹 + 20	jiān			艸/艹	3	cǎo	grass		4415.3	TEOM	艹/氵/人/人/弋/丿/韭	
虄	26画	艸艹 + 20				艸/艹	3	cǎo	grass			TLIM		
虅	23画	艸艹 + 20	tang4			艸/艹	3	cǎo	grass	𰲂		TBFF	艹/月/丷/一/大/馬	
虆	24画	艸艹 + 21	léi	leoi4	entwine; basket for carrying dirt 	艸/艹	3	cǎo	grass	蔂	4490.3	TWWF	艹/田畾→/田/畾→/幺/小	
虇	23画	艸艹 + 21	quǎn	hyun2		艸/艹	3	cǎo	grass		4421.4	TNTG		
虈	24画	艸艹 + 21	xiāo	hiu1		艸/艹	3	cǎo	grass		4466.6	TRRR	艹/口/口/一/丿/目/八	
